"# Values[S].InitialValue"	"[Z]"	"[mu2]"	"[mZ]"	"[mF]"	"[F]"	"[mP]"	"[PE]"	"[PG]"	"[PM]"	"[I]"	"(R21 - production I).PM0_5"
195770	539198	1795.57	805.098	66.3307	66330.7	158.31	7513.28	7012.39	84148.7	0.0362519	54000
192967	50423.5	11682.9	313.506	143.438	143438	260.383	5832.45	5443.62	65323.4	0.0465355	54000
209649	84929	9165.18	405.757	117.131	117131	237.093	6116.5	5708.73	68504.8	0.0444912	54000
220517	670962	1412.47	924.085	64.4332	64433.2	155.689	7725.33	7210.31	86523.7	0.0352289	54000
217394	656931	1445.5	911.172	64.5889	64588.9	155.884	7704.83	7191.17	86294.1	0.0353255	54000
198524	61179.7	10750.4	347.228	132.686	132686	252.298	5939.05	5543.11	66517.4	0.045752	54000
203007	584151	1643.58	844.949	65.5555	65555.5	157.185	7591.14	7085.06	85020.8	0.0358701	54000
183315	5443.98	19007.2	56.4768	308.879	308879	285.508	4687.97	4375.44	52505.3	0.0562628	54000
202083	245961	4305.43	589.775	81.1533	81153.3	183.84	6778.11	6326.24	75914.8	0.0402383	54000
198182	60518.8	10803.1	345.319	133.257	133257	252.774	5933.11	5537.57	66450.8	0.0457952	54000
193767	52000.4	11535.7	318.839	141.644	141644	259.156	5849.52	5459.56	65514.7	0.0464087	54000
196051	541124	1788.47	806.782	66.2939	66293.9	158.256	7516.76	7015.64	84187.7	0.0362346	54000
179490	5053.43	19479.5	53.6548	322.684	322684	284.711	4599.29	4292.67	51512	0.057121	54000
202745	69529.5	10129.4	369.859	126.239	126239	246.539	6008.67	5608.1	67297.2	0.0452509	54000
208065	81100.2	9386.23	397.428	119.134	119134	239.308	6091.69	5685.58	68227	0.0446642	54000
174028	4586.53	20153.7	50.2557	341.47	341470	283.361	4474.89	4176.57	50118.8	0.0583503	54000
200242	64524.5	10492	356.613	129.941	129941	249.935	5968.11	5570.23	66842.8	0.0455419	54000
216158	651239	1459.31	905.943	64.6545	64654.5	155.968	7696.4	7183.3	86199.6	0.0353654	54000
211294	627952	1518.51	884.622	64.9388	64938.8	156.339	7661.15	7150.4	85804.9	0.035533	54000
211087	88630.6	8961.55	413.484	115.327	115327	235.029	6139.45	5730.15	68761.8	0.044332	54000
223404	683509	1384.08	935.656	64.3008	64300.8	155.526	7743.33	7227.11	86725.3	0.0351445	54000
207334	79405	9487.74	393.624	120.069	120069	240.316	6080.33	5674.98	68099.7	0.0447438	54000
207521	223200	4724.42	574.261	83.8467	83846.7	188.566	6702.27	6255.45	75065.4	0.0406918	54000
252494	793323	1171.62	1037.19	63.3551	63355.1	154.481	7890.71	7364.67	88376	0.0344669	54000
209939	621184	1536.59	878.451	65.0267	65026.7	156.457	7650.66	7140.62	85687.4	0.0355831	54000
191514	47483.5	11967.7	303.145	147.025	147025	262.702	5799.06	5412.46	64949.5	0.046785	54000
209961	85711.1	9121.36	407.416	116.74	116740	236.651	6121.43	5713.33	68560	0.0444569	54000
210986	88362.5	8975.99	412.935	115.454	115454	235.176	6137.82	5728.63	68743.6	0.0443432	54000
206128	76694.4	9655.01	387.382	121.634	121634	241.963	6061.63	5657.52	67890.3	0.0448753	54000
209187	617369	1546.97	874.978	65.0773	65077.3	156.525	7644.7	7135.05	85620.7	0.0356117	54000
212431	92334	8766.93	420.917	113.637	113637	233.035	6161.5	5750.73	69008.8	0.0441799	54000
202353	68732.8	10185.3	367.809	126.799	126799	247.068	6002.43	5602.27	67227.2	0.0452955	54000
215123	100777	8353.5	436.85	110.151	110151	228.737	6208.82	5794.9	69538.8	0.0438561	54000
219095	118751	7587.01	466.743	104.02	104020	220.564	6299.07	5879.13	70549.6	0.0432487	54000
209793	213744	4914.68	567.382	85.0878	85087.8	190.72	6669.92	6225.26	74703.1	0.0408878	54000
193696	524384	1852.2	792.223	66.626	66626	158.754	7486.07	6987	83844	0.036387	54000
164574	3941.16	21339.8	45.4497	371.095	371095	280.631	4265.56	3981.19	47774.2	0.060485	54000
212493	92512.7	8757.76	421.269	113.558	113558	232.941	6162.54	5751.7	69020.4	0.0441727	54000
166455	4057.07	21101	46.3267	365.513	365513	281.203	4306.57	4019.46	48233.6	0.0600603	54000
212651	92968	8734.47	422.161	113.359	113359	232.701	6165.19	5754.17	69050.1	0.0441545	54000
183620	5478.1	18969.4	56.723	307.756	307756	285.565	4695.11	4382.11	52585.3	0.0561944	54000
195975	540604	1790.38	806.328	66.3038	66303.8	158.27	7515.82	7014.77	84177.2	0.0362393	54000
179232	5029.31	19511.2	53.4801	323.594	323594	284.653	4593.37	4287.15	51445.7	0.0571788	54000
197816	265102	3991.81	602.101	79.172	79172	180.33	6839.81	6383.82	76605.8	0.0398755	54000
174304	4608.13	20119.5	50.414	340.547	340547	283.434	4481.12	4182.38	50188.6	0.058288	54000
194803	532437	1820.97	799.204	66.4627	66462.7	158.508	7500.96	7000.9	84010.8	0.0363129	54000
195261	14805.2	15750.3	127.195	215.399	215399	284.213	5278.87	4926.95	59123.3	0.0509323	54000
211660	90176.7	8879.24	416.623	114.608	114608	234.188	6148.76	5738.84	68866.1	0.0442676	54000
200506	65045	10452.9	358.033	129.534	129534	249.574	5972.48	5574.32	66891.8	0.0455104	54000
208863	217633	4835.21	570.249	84.568	84568	189.82	6683.29	6237.74	74852.8	0.0408066	54000
182822	5389.89	19068.3	56.0865	310.687	310687	285.413	4676.46	4364.7	52376.3	0.0563734	54000
207001	225353	4682.47	575.786	83.5746	83574.6	188.091	6709.56	6262.26	75147.1	0.0406478	54000
174881	4653.87	20048.1	50.7487	338.611	338611	283.586	4494.16	4194.55	50334.6	0.0581579	54000
204038	72203.1	9946.58	376.582	124.434	124434	244.793	6029.08	5627.14	67525.7	0.0451056	54000
184266	383551	2648.98	679.855	71.0474	71047.4	165.994	7178.7	6700.12	80401.4	0.0379775	54000
194240	528388	1836.53	795.688	66.544	66544	158.63	7493.51	6993.94	83927.3	0.03635	54000
224140	686648	1377.14	938.554	64.2687	64268.7	155.487	7747.79	7231.27	86775.3	0.0351236	54000
198391	262408	4033.97	600.389	79.4367	79436.7	180.8	6831.23	6375.82	76509.8	0.0399256	54000
200756	65538.8	10416.2	359.371	129.153	129153	249.233	5976.6	5578.16	66937.9	0.0454808	54000
198831	61772.5	10703.6	348.925	132.182	132182	251.874	5944.32	5548.04	66576.4	0.0457138	54000
167763	4140.9	20936	46.9565	361.539	361539	281.593	4335.27	4046.26	48555.1	0.0597649	54000
179444	5049.18	19485	53.624	322.844	322844	284.701	4598.25	4291.7	51500.4	0.0571312	54000
196385	57061.9	11088.2	335.011	136.419	136419	255.31	5900.82	5507.43	66089.2	0.0460307	54000
194391	53217.2	11424.7	322.854	140.316	140316	258.218	5862.33	5471.51	65658.1	0.0463139	54000
216326	652017	1457.4	906.658	64.6454	64645.4	155.957	7697.55	7184.38	86212.6	0.0353599	54000
192807	517645	1879.19	786.416	66.7678	66767.8	158.97	7473.41	6975.19	83702.2	0.0364501	54000
197892	59959.6	10848.2	343.688	133.749	133749	253.179	5928.02	5532.82	66393.8	0.0458322	54000
217431	109865	7948.87	452.593	106.865	106865	224.453	6255.97	5838.91	70066.9	0.0435371	54000
202362	244765	4326.15	588.988	81.2853	81285.3	184.073	6774.19	6322.58	75871	0.0402615	54000
185906	5750.88	18684.6	58.6907	299.237	299237	285.959	4748.96	4432.37	53188.4	0.0556814	54000
185547	5705.85	18729.6	58.3658	300.587	300587	285.901	4740.46	4424.43	53093.1	0.0557621	54000
188738	41279	12614.8	279.217	155.796	155796	267.672	5721.21	5339.8	64077.6	0.0473743	54000
191382	299827	3501.84	623.932	76.1361	76136.1	174.932	6946.93	6483.8	77805.6	0.0392585	54000
195380	536504	1805.6	802.746	66.3828	66382.8	158.388	7508.39	7007.83	84094	0.0362761	54000
203874	589039	1628.61	849.342	65.4806	65480.6	157.079	7599.22	7092.6	85111.3	0.0358309	54000
213149	637009	1494.95	892.899	64.825	64825	156.189	7675.01	7163.34	85960.1	0.0354669	54000
193007	519180	1872.97	787.736	66.7351	66735.1	158.92	7476.31	6977.89	83734.7	0.0364357	54000
185715	444526	2233.88	725.895	68.69	68690	162.025	7323.6	6835.36	82024.3	0.0372128	54000
184375	413183	2430.41	701.657	69.7939	69793.9	163.861	7251.56	6768.12	81217.5	0.0375896	54000
196600	57475.3	11053.3	336.273	136.025	136025	255.002	5904.79	5511.14	66133.7	0.0460017	54000
192327	49142.7	11805.3	309.062	144.961	144961	261.389	5818.16	5430.28	65163.4	0.046642	54000
193562	51597.7	11572.9	317.492	142.094	142094	259.468	5845.22	5455.54	65466.4	0.0464406	54000
218920	117649	7630.26	465.05	104.355	104355	221.032	6293.86	5874.27	70491.3	0.0432834	54000
213950	96895.7	8538.65	429.692	111.696	111696	230.672	6187.53	5775.03	69300.4	0.0440012	54000
209772	620339	1538.88	877.682	65.0378	65037.8	156.472	7649.35	7139.39	85672.7	0.0355894	54000
200360	568654	1692.92	831.094	65.8043	65804.3	157.539	7565.05	7060.71	84728.6	0.0359972	54000
233710	725525	1295.94	974.504	63.8984	63898.4	155.054	7801.66	7281.55	87378.6	0.0348734	54000
211287	207402	5048.06	562.579	85.9647	85964.7	192.232	6647.93	6204.74	74456.8	0.0410219	54000
193031	50549.6	11671	313.938	143.292	143292	260.285	5833.83	5444.91	65338.9	0.0465252	54000
207964	611068	1564.42	869.252	65.1628	65162.8	156.64	7634.77	7125.79	85509.5	0.0356593	54000
193122	50731.1	11653.9	314.559	143.081	143081	260.143	5835.82	5446.77	65361.2	0.0465104	54000
176014	4746.22	19908.1	51.423	334.77	334770	283.877	4519.84	4218.52	50622.2	0.0579027	54000
208464	613659	1557.2	871.606	65.1274	65127.4	156.592	7638.87	7129.61	85555.3	0.0356396	54000
205649	598795	1599.54	858.138	65.336	65336	156.878	7615.13	7107.46	85289.5	0.0357539	54000
189240	487039	2012.74	760.487	67.4795	67479.5	160.075	7413.61	6919.37	83032.4	0.0367513	54000
164588	3942.04	21337.9	45.4564	371.052	371052	280.635	4265.87	3981.48	47777.8	0.0604817	54000
224691	688986	1372.01	940.714	64.2449	64244.9	155.458	7751.1	7234.36	86812.4	0.0351081	54000
212625	634473	1501.47	890.58	64.8565	64856.5	156.231	7671.15	7159.74	85916.8	0.0354853	54000
226581	696900	1354.89	948.025	64.1661	64166.1	155.364	7762.24	7244.75	86937	0.0350562	54000
216138	104482	8183.91	443.433	108.759	108759	226.95	6228.47	5813.24	69758.8	0.0437227	54000
186816	336391	3079.7	647.443	73.5828	73582.8	170.411	7052.85	6582.66	78992	0.038664	54000
193922	52302.3	11507.9	319.843	141.31	141310	258.923	5852.73	5462.55	65550.6	0.0463849	54000
198213	555352	1737.75	819.294	66.0327	66032.7	157.87	7542.04	7039.24	84470.8	0.03611	54000
188119	475622	2067.67	751.022	67.7767	67776.7	160.547	7390.26	6897.58	82770.9	0.03687	54000
192698	291791	3606.89	618.878	76.7807	76780.7	176.078	6922.69	6461.18	77534.2	0.0393966	54000
206730	604588	1582.77	863.378	65.2531	65253.1	156.764	7624.45	7116.16	85393.9	0.035709	54000
187816	472305	2084.21	748.294	67.8666	67866.6	160.69	7383.37	6891.14	82693.7	0.0369052	54000
207660	80156.5	9442.45	395.319	119.651	119651	239.867	6085.4	5679.71	68156.5	0.0447083	54000
199697	564625	1706.24	827.51	65.8719	65871.9	157.637	7558.14	7054.27	84651.2	0.036031	54000
191216	46863.1	12029.6	300.884	147.826	147826	263.195	5791.75	5405.63	64867.6	0.0468399	54000
208319	81698.2	9350.97	398.753	118.811	118811	238.957	6095.65	5689.27	68271.2	0.0446366	54000
186876	24974.4	14560.3	197.417	188.838	188838	279.627	5462.39	5098.24	61178.8	0.0494122	54000
198670	261118	4054.37	599.569	79.5649	79564.9	181.028	6827.12	6371.98	76463.7	0.0399497	54000
179847	5087.36	19435.4	53.9004	321.415	321415	284.791	4607.52	4300.35	51604.2	0.0570407	54000
194779	532269	1821.61	799.058	66.4661	66466.1	158.513	7500.66	7000.61	84007.3	0.0363144	54000
225021	690378	1368.97	941.999	64.2309	64230.9	155.441	7753.07	7236.2	86834.4	0.035099	54000
209321	618054	1545.1	875.601	65.0682	65068.2	156.512	7645.77	7136.06	85632.7	0.0356065	54000
196861	546563	1768.72	811.551	66.1919	66191.9	158.104	7526.51	7024.74	84296.9	0.0361865	54000
201068	572893	1679.12	834.873	65.7344	65734.4	157.439	7572.26	7067.44	84809.3	0.035962	54000
206467	603189	1586.79	862.111	65.2729	65272.9	156.791	7622.21	7114.06	85368.8	0.0357198	54000
174116	4593.44	20142.7	50.3063	341.174	341174	283.385	4476.89	4178.43	50141.2	0.0583303	54000
182526	5358.05	19104.8	55.8567	311.767	311767	285.356	4669.57	4358.27	52299.2	0.0564397	54000
211956	631211	1509.95	887.598	64.8974	64897.4	156.284	7666.16	7155.08	85861	0.0355091	54000
199205	62498.4	10646.9	350.983	131.575	131575	251.357	5950.71	5553.99	66647.9	0.0456676	54000
213781	96365.3	8564.58	428.693	111.914	111914	230.942	6184.56	5772.26	69267.1	0.0440216	54000
217701	111119	7895.91	454.661	106.443	106443	223.888	6262.22	5844.74	70136.9	0.0434951	54000
190296	44895	12230	293.527	150.471	150471	264.768	5767.87	5383.35	64600.2	0.0470198	54000
208673	614736	1554.21	872.584	65.1127	65112.7	156.573	7640.57	7131.19	85574.3	0.0356315	54000
179722	5075.45	19450.8	53.8142	321.859	321859	284.763	4604.64	4297.66	51572	0.0570688	54000
203235	70533.8	10059.9	372.411	125.548	125548	245.877	6016.44	5615.34	67384.1	0.0451956	54000
183120	5422.41	19031.4	56.3212	309.596	309596	285.471	4683.41	4371.18	52454.2	0.0563066	54000
210436	86923.4	9054.29	409.959	116.144	116144	235.972	6128.98	5720.38	68644.6	0.0444045	54000
189656	43464	12379.8	287.992	152.504	152504	265.916	5749.85	5366.53	64398.4	0.0471562	54000
212058	631709	1508.65	888.053	64.8911	64891.1	156.276	7666.92	7155.79	85869.5	0.0355054	54000
230687	713612	1319.94	963.48	64.0066	64006.6	155.177	7785.41	7266.38	87196.5	0.0349486	54000
196472	543971	1778.08	809.277	66.2402	66240.2	158.176	7521.87	7020.42	84245	0.0362094	54000
200285	568206	1694.39	830.694	65.8117	65811.7	157.55	7564.28	7060	84720	0.036001	54000
214875	191194	5411.55	549.465	88.385	88385	196.351	6590.54	6151.17	73814.1	0.0413754	54000
186137	31713.8	13728.1	235.264	173.302	173302	275.122	5578.55	5206.64	62479.7	0.0484825	54000
203311	240727	4397.15	586.311	81.7384	81738.4	184.871	6760.91	6310.18	75722.2	0.0403404	54000
229869	710332	1326.67	960.445	64.0372	64037.2	155.212	7780.89	7262.17	87146	0.0349695	54000
201782	247258	4283.1	590.626	81.0113	81011.3	183.589	6782.35	6330.19	75962.3	0.0402132	54000
196881	546701	1768.23	811.672	66.1894	66189.4	158.101	7526.75	7024.97	84299.6	0.0361853	54000
198983	560213	1721.09	823.595	65.9476	65947.6	157.746	7550.52	7047.15	84565.8	0.0360684	54000
204701	73603.5	9853.65	380.014	123.531	123531	243.897	6039.46	5636.82	67641.9	0.045032	54000
207606	222849	4731.31	574.011	83.8915	83891.5	188.644	6701.07	6254.34	75052	0.040699	54000
190649	499959	1954.06	771.339	67.1648	67164.8	159.582	7439.33	6943.38	83320.5	0.0366212	54000
214550	643701	1477.98	899.028	64.7436	64743.6	156.083	7685.12	7172.78	86073.4	0.0354188	54000
193449	51374.7	11593.6	316.741	142.346	142346	259.641	5842.81	5453.29	65439.5	0.0464584	54000
187129	464289	2125.29	741.749	68.091	68091	161.051	7366.5	6875.4	82504.8	0.0369916	54000
194240	52923.1	11451.3	321.891	140.633	140633	258.444	5859.26	5468.65	65623.8	0.0463366	54000
181307	5231.05	19255.4	54.9395	316.189	316189	285.107	4641.25	4331.83	51982	0.0567131	54000
203463	71005.7	10027.5	373.6	125.229	125229	245.569	6020.04	5618.71	67424.5	0.0451699	54000
201699	67415.3	10279.2	364.373	127.748	127748	247.953	5991.93	5592.47	67109.7	0.0453707	54000
209034	83414.8	9251.28	402.506	117.906	117906	237.959	6106.83	5699.7	68396.5	0.0445585	54000
220399	670440	1413.67	923.604	64.4389	64438.9	155.696	7724.57	7209.6	86515.2	0.0352325	54000
218132	113244	7807.65	458.111	105.744	105744	222.942	6272.68	5854.5	70254	0.0434249	54000
208593	614323	1555.36	872.209	65.1183	65118.3	156.58	7639.92	7130.59	85567.1	0.0356346	54000
194377	53188.8	11427.3	322.761	140.347	140347	258.24	5862.03	5471.23	65654.8	0.0463161	54000
205385	232047	4555.25	580.442	82.7528	82752.8	186.654	6732.07	6283.27	75399.2	0.0405126	54000
190272	44842.4	12235.5	293.326	150.545	150545	264.81	5767.22	5382.74	64592.9	0.0470247	54000
204788	234532	4509.2	582.14	82.4565	82456.5	186.134	6740.37	6291.01	75492.2	0.0404629	54000
217760	111399	7884.2	455.119	106.35	106350	223.762	6263.61	5846.03	70152.4	0.0434858	54000
207811	610270	1566.65	868.529	65.1738	65173.8	156.655	7633.51	7124.61	85495.3	0.0356654	54000
207015	78677.8	9532.01	391.969	120.481	120481	240.753	6075.38	5670.35	68044.3	0.0447786	54000
213439	197915	5256.73	555.063	87.3486	87348.6	194.597	6614.56	6173.59	74083	0.0412269	54000
219478	666348	1423.18	919.836	64.4835	64483.5	155.751	7718.63	7204.06	86448.7	0.0352604	54000
196259	56819.3	11108.8	334.266	136.652	136652	255.491	5898.48	5505.24	66062.9	0.0460479	54000
203688	587994	1631.79	848.402	65.4965	65496.5	157.102	7597.5	7091	85092	0.0358392	54000
192021	48521.8	11865.6	306.869	145.721	145721	261.879	5811.09	5423.69	65084.2	0.0466949	54000
188098	475400	2068.77	750.839	67.7827	67782.7	160.556	7389.8	6897.15	82765.8	0.0368723	54000
198683	558330	1727.5	821.928	65.9803	65980.3	157.794	7547.24	7044.09	84529.1	0.0360844	54000
217221	656139	1447.4	910.444	64.5979	64597.9	155.896	7703.66	7190.08	86281	0.035331	54000
196495	544126	1777.52	809.412	66.2373	66237.3	158.172	7522.15	7020.67	84248.1	0.036208	54000
220128	669237	1416.45	922.497	64.4519	64451.9	155.712	7722.83	7207.97	86495.7	0.0352407	54000
198678	558302	1727.6	821.903	65.9808	65980.8	157.795	7547.19	7044.05	84528.6	0.0360847	54000
233509	724740	1297.5	973.777	63.9054	63905.4	155.062	7800.59	7280.55	87366.7	0.0348783	54000
211661	90178.8	8879.13	416.627	114.607	114607	234.187	6148.77	5738.85	68866.2	0.0442676	54000
211015	626567	1522.18	883.358	64.9566	64956.6	156.363	7659.01	7148.41	85780.9	0.0355432	54000
208472	82061.6	9329.67	399.553	118.617	118617	238.744	6098.03	5691.5	68298	0.0446199	54000
214742	99476	8414.68	434.481	110.659	110659	229.378	6201.77	5788.31	69459.8	0.0439041	54000
206794	78178.5	9562.66	390.824	120.767	120767	241.056	6071.95	5667.16	68005.9	0.0448027	54000
181517	5252.42	19229.5	55.094	315.432	315432	285.151	4646.11	4336.37	52036.4	0.056666	54000
200594	570064	1688.3	832.35	65.7809	65780.9	157.505	7567.46	7062.96	84755.5	0.0359855	54000
194867	532897	1819.22	799.603	66.4536	66453.6	158.494	7501.81	7001.69	84020.2	0.0363087	54000
194185	52815.6	11461.1	321.538	140.749	140749	258.527	5858.14	5467.6	65611.1	0.0463449	54000
175067	4668.81	20025.1	50.858	337.983	337983	283.634	4498.37	4198.48	50381.8	0.058116	54000
151311	3247.04	23069.7	39.9914	405.814	405814	276.386	3986.92	3721.13	44653.6	0.0634508	54000
220073	126443	7296.61	478.104	101.795	101795	217.407	6334.43	5912.13	70945.6	0.0430143	54000
195864	539847	1793.17	805.665	66.3183	66318.3	158.292	7514.45	7013.49	84161.9	0.036246	54000
196160	273145	3869.7	607.178	78.4085	78408.5	178.974	6865.17	6407.49	76889.9	0.0397279	54000
189973	44179.9	12304.4	290.781	151.475	151475	265.342	5758.94	5375.01	64500.1	0.0470874	54000
196017	56354.8	11148.5	332.832	137.104	137104	255.838	5893.96	5501.02	66012.3	0.0460811	54000
202514	69060.1	10162.2	368.654	126.567	126567	246.85	6005.01	5604.67	67256.1	0.0452771	54000
206572	603748	1585.18	862.617	65.265	65265	156.78	7623.11	7114.9	85378.8	0.0357154	54000
205889	76168.4	9688.21	386.148	121.948	121948	242.288	6057.93	5654.06	67848.8	0.0449015	54000
169569	4261.43	20709.1	47.8563	355.926	355926	282.122	4375.17	4083.49	49001.9	0.0593569	54000
199817	565363	1703.79	828.166	65.8594	65859.4	157.619	7559.41	7055.45	84665.4	0.0360248	54000
185842	5742.8	18692.6	58.6324	299.477	299477	285.949	4747.45	4430.95	53171.4	0.0556958	54000
212265	91862.2	8791.25	419.986	113.847	113847	233.285	6158.73	5748.15	68977.8	0.0441989	54000
217551	657649	1443.77	911.832	64.5807	64580.7	155.874	7705.89	7192.16	86305.9	0.0353205	54000
185324	437670	2274.17	720.496	68.9143	68914.3	162.394	7308.27	6821.05	81852.6	0.0372924	54000
212089	91365.1	8817.01	419	114.069	114069	233.55	6155.81	5745.42	68945.1	0.044219	54000
178070	4923.23	19654.4	52.7107	327.675	327675	284.382	4566.71	4262.26	51147.1	0.0574401	54000
194041	526937	1842.18	794.431	66.5735	66573.5	158.675	7490.82	6991.43	83897.2	0.0363633	54000
183924	5512.53	18931.7	56.9714	306.635	306635	285.621	4702.23	4388.75	52664.9	0.0561263	54000
172103	4441	20392.7	49.186	347.811	347811	282.839	4431.64	4136.2	49634.4	0.0587845	54000
211373	628343	1517.48	884.979	64.9338	64933.8	156.333	7661.75	7150.97	85811.6	0.0355301	54000
222611	680099	1391.7	932.51	64.3362	64336.2	155.569	7738.47	7222.57	86670.9	0.0351672	54000
218762	663140	1430.71	916.882	64.519	64519	155.796	7713.95	7199.69	86396.2	0.0352825	54000
201456	66928.3	10314.4	363.087	128.106	128106	248.283	5988	5588.8	67065.6	0.0453989	54000
235147	731079	1285	979.643	63.8494	63849.4	154.999	7809.17	7288.55	87462.6	0.0348388	54000
220896	672628	1408.64	925.621	64.4153	64415.3	155.667	7727.74	7212.55	86550.6	0.0352176	54000
211330	628127	1518.05	884.782	64.9366	64936.6	156.336	7661.42	7150.66	85807.9	0.0355317	54000
174602	4631.67	20082.6	50.5863	339.548	339548	283.513	4487.86	4188.67	50264	0.0582208	54000
212368	633221	1504.72	889.435	64.8721	64872.1	156.251	7669.23	7157.95	85895.4	0.0354944	54000
196066	56448.8	11140.5	333.123	137.012	137012	255.767	5894.87	5501.88	66022.6	0.0460743	54000
218694	662831	1431.44	916.598	64.5224	64522.4	155.8	7713.5	7199.26	86391.2	0.0352846	54000
220170	669427	1416.02	922.671	64.4499	64449.9	155.709	7723.1	7208.23	86498.8	0.0352394	54000
208400	81889.4	9339.75	399.174	118.709	118709	238.845	6096.9	5690.44	68285.3	0.0446278	54000
188910	41704.2	12568.5	280.956	155.136	155136	267.33	5726.9	5345.1	64141.2	0.0473309	54000
186908	24883.2	14571.5	196.858	189.064	189064	279.68	5460.77	5096.71	61160.6	0.0494254	54000
199212	62512.9	10645.8	351.023	131.563	131563	251.347	5950.83	5554.11	66649.3	0.0456666	54000
191702	47869.6	11929.6	304.538	146.535	146535	262.395	5803.57	5416.66	65000	0.0467512	54000
205108	74473.3	9796.87	382.116	122.985	122985	243.346	6045.79	5642.74	67712.9	0.0449872	54000
186069	29167.7	14041.5	221.732	178.882	178882	276.934	5535.88	5166.82	62001.8	0.0488212	54000
194442	53314.8	11415.9	323.172	140.212	140212	258.143	5863.34	5472.45	65669.4	0.0463064	54000
223630	684475	1381.94	936.548	64.2909	64290.9	155.514	7744.71	7228.39	86740.7	0.035138	54000
215607	648671	1465.62	903.586	64.6845	64684.5	156.007	7692.57	7179.73	86156.8	0.0353835	54000
195455	55273.4	11242.1	329.452	138.178	138178	256.651	5883.27	5491.06	65892.7	0.0461595	54000
186204	452034	2191.35	731.869	68.4544	68454.4	161.64	7340.12	6850.78	82209.3	0.0371273	54000
204133	590482	1624.24	850.64	65.4588	65458.8	157.049	7601.59	7094.82	85137.8	0.0358194	54000
206581	603793	1585.05	862.658	65.2644	65264.4	156.779	7623.18	7114.97	85379.6	0.0357151	54000
226147	695097	1358.76	946.359	64.1839	64183.9	155.385	7759.71	7242.39	86908.7	0.035068	54000
182690	5375.59	19084.6	55.9833	311.171	311171	285.388	4673.38	4361.82	52341.8	0.056403	54000
224476	688076	1374	939.873	64.2541	64254.1	155.469	7749.82	7233.16	86797.9	0.0351142	54000
167456	4121	20974.6	46.8073	362.477	362477	281.502	4328.53	4039.96	48479.5	0.0598342	54000
200689	65405.8	10426.1	359.011	129.255	129255	249.325	5975.49	5577.12	66925.5	0.0454887	54000
205852	230109	4591.59	579.107	82.987	82987	187.064	6725.58	6277.21	75326.5	0.0405515	54000
211622	629570	1514.25	886.1	64.9182	64918.2	156.312	7663.64	7152.73	85832.8	0.0355211	54000
195800	55937.6	11184.4	331.535	137.515	137515	256.151	5889.86	5497.2	65966.4	0.0461111	54000
207642	80114.3	9444.99	395.224	119.674	119674	239.892	6085.11	5679.44	68153.3	0.0447103	54000
207071	606391	1577.62	865.01	65.2277	65227.7	156.729	7627.34	7118.85	85426.2	0.0356951	54000
192422	49334.6	11786.8	309.734	144.729	144729	261.238	5820.32	5432.3	65187.6	0.0466259	54000
206854	605243	1580.9	863.971	65.2439	65243.9	156.751	7625.5	7117.14	85405.6	0.0357039	54000
195638	538292	1798.93	804.307	66.3482	66348.2	158.336	7511.64	7010.86	84130.4	0.03626	54000
180894	5189.51	19306.3	54.6393	317.675	317675	285.02	4631.68	4322.9	51874.8	0.0568058	54000
197730	552253	1748.54	816.559	66.0881	66088.1	157.952	7536.59	7034.15	84409.8	0.0361368	54000
192016	17648.9	15425	148.338	207.603	207603	283.19	5331.21	4975.79	59709.5	0.0504923	54000
213217	94637.3	8650.16	425.399	112.639	112639	231.83	6174.79	5763.14	69157.6	0.0440885	54000
205851	76085.5	9693.46	385.953	121.998	121998	242.339	6057.34	5653.52	67842.2	0.0449056	54000
200971	65962.7	10384.9	360.512	128.83	128830	248.942	5980.1	5581.43	66977.1	0.0454556	54000
191914	48305.2	11886.7	306.098	145.989	145989	262.05	5808.61	5421.36	65056.4	0.0467135	54000
206559	603676	1585.39	862.551	65.266	65266	156.782	7622.99	7114.79	85377.5	0.035716	54000
221648	675924	1401.12	928.659	64.3801	64380.1	155.623	7732.48	7216.98	86603.8	0.0351953	54000
215939	185894	5538	544.871	89.2378	89237.8	197.783	6571.36	6133.27	73599.3	0.0414946	54000
207565	79934.8	9455.77	394.821	119.773	119773	239.999	6083.91	5678.31	68139.8	0.0447187	54000
187029	334146	3103.19	645.965	73.7233	73723.3	170.658	7046.56	6576.79	78921.4	0.0386989	54000
193887	525805	1846.61	793.451	66.5967	66596.7	158.71	7488.72	6989.47	83873.6	0.0363738	54000
193607	51687	11564.6	317.791	141.994	141994	259.399	5846.17	5456.43	65477.2	0.0464335	54000
228939	706575	1334.47	956.97	64.0726	64072.6	155.254	7775.7	7257.32	87087.9	0.0349936	54000
193557	51588.8	11573.7	317.462	142.104	142104	259.475	5845.12	5455.45	65465.4	0.0464413	54000
205801	75975.7	9700.43	385.694	122.064	122064	242.407	6056.56	5652.79	67833.5	0.0449111	54000
200898	65819.9	10395.4	360.128	128.939	128939	249.04	5978.92	5580.33	66963.9	0.0454641	54000
210466	87001	9050.03	410.121	116.106	116106	235.929	6129.46	5720.83	68650	0.0444011	54000
197716	552163	1748.86	816.48	66.0897	66089.7	157.954	7536.43	7034	84408.1	0.0361376	54000
197125	58483.4	10969.1	339.317	135.083	135083	254.258	5914.35	5520.06	66240.7	0.0459318	54000
193424	522350	1860.26	790.467	66.6682	66668.2	158.818	7482.27	6983.45	83801.4	0.0364059	54000
